,$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate
0,0.0,0.0,-4.0,-2.0,0.633
1,0.0,0.0,-3.9,-1.9,0.648
2,0.0,0.0,-3.8,-1.7999999999999998,0.683
3,0.0,0.0,-3.7,-1.7000000000000002,0.69
4,0.0,0.0,-3.6,-1.6,0.694
5,0.0,0.0,-3.5,-1.5,0.732
6,0.0,0.0,-3.4,-1.4,0.717
7,0.0,0.0,-3.3,-1.2999999999999998,0.727
8,0.0,0.0,-3.2,-1.2000000000000002,0.71
9,0.0,0.0,-3.1,-1.1,0.716
10,0.0,0.0,-3.0,-1.0,0.728
11,0.0,0.0,-2.9,-0.8999999999999999,0.751
12,0.0,0.0,-2.8,-0.7999999999999998,0.74
13,0.0,0.0,-2.7,-0.7000000000000002,0.734
14,0.0,0.0,-2.6,-0.6000000000000001,0.739
15,0.0,0.0,-2.5,-0.5,0.729
16,0.0,0.0,-2.4,-0.3999999999999999,0.752
17,0.0,0.0,-2.3,-0.2999999999999998,0.744
18,0.0,0.0,-2.2,-0.20000000000000018,0.747
19,0.0,0.0,-2.1,-0.10000000000000009,0.721
20,0.0,0.0,-2.0,0.0,0.69
21,0.0,0.0,-1.9,0.10000000000000009,0.696
22,0.0,0.0,-1.8,0.19999999999999996,0.695
23,0.0,0.0,-1.7,0.30000000000000004,0.686
24,0.0,0.0,-1.6,0.3999999999999999,0.675
25,0.0,0.0,-1.5,0.5,0.629
26,0.0,0.0,-1.4,0.6000000000000001,0.623
27,0.0,0.0,-1.3,0.7,0.617
28,0.0,0.0,-1.2,0.8,0.596
29,0.0,0.0,-1.1,0.8999999999999999,0.563
30,0.0,0.0,-1.0,1.0,0.541
31,0.0,0.0,-0.9,1.1,0.534
32,0.0,0.0,-0.8,1.2,0.471
33,0.0,0.0,-0.7,1.3,0.465
34,0.0,0.0,-0.6,1.4,0.444
35,0.0,0.0,-0.5,1.5,0.409
36,0.0,0.0,-0.4,1.6,0.39
37,0.0,0.0,-0.3,1.7,0.369
38,0.0,0.0,-0.2,1.8,0.326
39,0.0,0.0,-0.1,1.9,0.299
40,0.0,0.0,0.0,2.0,0.302
41,0.0,0.0,0.1,2.1,0.297
42,0.0,0.0,0.2,2.2,0.275
43,0.0,0.0,0.3,2.3,0.27
44,0.0,0.0,0.4,2.4,0.219
45,0.0,0.0,0.5,2.5,0.241
46,0.0,0.0,0.6,2.6,0.229
47,0.0,0.0,0.7,2.7,0.189
48,0.0,0.0,0.8,2.8,0.21
49,0.0,0.0,0.9,2.9,0.196
50,0.0,0.0,1.0,3.0,0.165
51,0.0,0.0,1.1,3.1,0.156
52,0.0,0.0,1.2,3.2,0.181
53,0.0,0.0,1.3,3.3,0.168
54,0.0,0.0,1.4,3.4,0.135
55,0.0,0.0,1.5,3.5,0.159
56,0.0,0.0,1.6,3.6,0.14
57,0.0,0.0,1.7,3.7,0.133
58,0.0,0.0,1.8,3.8,0.122
59,0.0,0.0,1.9,3.9,0.132
60,0.0,0.0,2.0,4.0,0.116
61,0.0,0.0,2.1,4.1,0.107
62,0.0,0.0,2.2,4.2,0.145
63,0.0,0.0,2.3,4.3,0.11
64,0.0,0.0,2.4,4.4,0.106
65,0.0,0.0,2.5,4.5,0.109
66,0.0,0.0,2.6,4.6,0.113
67,0.0,0.0,2.7,4.7,0.122
68,0.0,0.0,2.8,4.8,0.112
69,0.0,0.0,2.9,4.9,0.104
70,0.0,0.0,3.0,5.0,0.101
71,0.0,0.0,3.1,5.1,0.112
72,0.0,0.0,3.2,5.2,0.102
73,0.0,0.0,3.3,5.3,0.133
74,0.0,0.0,3.4,5.4,0.112
75,0.0,0.0,3.5,5.5,0.102
76,0.0,0.0,3.6,5.6,0.099
77,0.0,0.0,3.7,5.7,0.107
78,0.0,0.0,3.8,5.8,0.108
79,0.0,0.0,3.9,5.9,0.095
80,0.0,0.0,4.0,6.0,0.116
81,0.0,0.0,4.1,6.1,0.114
82,0.0,0.0,4.2,6.2,0.099
