,muh,mux,success_rate
2153,-2.32,-1.44,0.721
2154,-2.32,-1.36,0.714
2155,-2.32,-1.28,0.723
2156,-2.32,-1.2,0.739
2157,-2.32,-1.12,0.737
2158,-2.32,-1.04,0.693
2159,-2.32,-0.96,0.664
2160,-2.32,-0.88,0.626
2161,-2.32,-0.8,0.592
2162,-2.32,-0.72,0.554
2163,-2.32,-0.64,0.53
2164,-2.32,-0.56,0.511
2165,-2.32,-0.48,0.443
2166,-2.32,-0.4,0.442
2167,-2.32,-0.32,0.383
2168,-2.32,-0.24,0.358
2169,-2.32,-0.16,0.34
2170,-2.32,-0.08,0.31
2171,-2.32,0.0,0.307
2172,-2.32,0.08,0.276
2173,-2.32,0.16,0.267
2174,-2.32,0.24,0.251
2175,-2.32,0.32,0.219
2176,-2.32,0.4,0.21
2177,-2.32,0.48,0.209
2178,-2.32,0.56,0.177
2179,-2.32,0.64,0.182
2180,-2.32,0.72,0.165
2181,-2.32,0.8,0.166
2182,-2.32,0.88,0.166
2183,-2.32,0.96,0.15
2184,-2.32,1.04,0.153
2185,-2.32,1.12,0.15
2186,-2.32,1.2,0.144
2187,-2.32,1.28,0.125
2188,-2.32,1.36,0.125
2189,-2.32,1.44,0.116
2190,-2.32,1.52,0.114
2191,-2.32,1.6,0.101
2192,-2.32,1.68,0.11
2193,-2.32,1.76,0.126
2194,-2.32,1.84,0.11
2195,-2.32,1.92,0.1
2196,-2.32,2.0,0.103
2197,-2.32,2.08,0.098
2198,-2.32,2.16,0.094
2199,-2.32,2.24,0.118
2200,-2.32,2.32,0.097
2201,-2.32,2.4,0.092
2202,-2.32,2.48,0.094
2203,-2.32,2.56,0.1
2204,-2.32,2.64,0.097
2205,-2.32,2.72,0.093
2206,-2.32,2.8,0.09
2207,-2.32,2.88,0.091
2208,-2.32,2.96,0.103
2209,-2.32,3.04,0.112
2210,-2.32,3.12,0.092
2211,-2.32,3.2,0.079
2212,-2.32,3.28,0.101
2213,-2.32,3.36,0.103
2214,-2.32,3.44,0.106
2215,-2.32,3.52,0.107
2216,-2.32,3.6,0.114
2217,-2.32,3.68,0.098
2218,-2.32,3.76,0.105
2219,-2.32,3.84,0.112
2220,-2.32,3.92,0.096
2221,-2.32,4.0,0.099
2222,-2.24,-4.0,0.778
2223,-2.24,-3.92,0.787
2224,-2.24,-3.84,0.763
2225,-2.24,-3.76,0.762
2226,-2.24,-3.68,0.78
2227,-2.24,-3.6,0.753
2228,-2.24,-3.52,0.757
2229,-2.24,-3.44,0.782
2230,-2.24,-3.36,0.786
2231,-2.24,-3.28,0.779
2232,-2.24,-3.2,0.79
2233,-2.24,-3.12,0.779
2234,-2.24,-3.04,0.775
2235,-2.24,-2.96,0.781
2236,-2.24,-2.88,0.787
2237,-2.24,-2.8,0.76
2238,-2.24,-2.72,0.751
2239,-2.24,-2.64,0.796
2240,-2.24,-2.56,0.748
2241,-2.24,-2.48,0.774
2242,-2.24,-2.4,0.772
2243,-2.24,-2.32,0.763
2244,-2.24,-2.24,0.786
2245,-2.24,-2.16,0.784
2246,-2.24,-2.08,0.749
2247,-2.24,-2.0,0.772
2248,-2.24,-1.92,0.767
2249,-2.24,-1.84,0.732
2250,-2.24,-1.76,0.76
2251,-2.24,-1.68,0.712
2252,-2.24,-1.6,0.705
2253,-2.24,-1.52,0.712
2254,-2.24,-1.44,0.711
2255,-2.24,-1.36,0.702
2256,-2.24,-1.28,0.71
2257,-2.24,-1.2,0.756
2258,-2.24,-1.12,0.781
2259,-2.24,-1.04,0.699
2260,-2.24,-0.96,0.692
2261,-2.24,-0.88,0.677
2262,-2.24,-0.8,0.646
2263,-2.24,-0.72,0.586
2264,-2.24,-0.64,0.536
2265,-2.24,-0.56,0.516
2266,-2.24,-0.48,0.458
2267,-2.24,-0.4,0.45
2268,-2.24,-0.32,0.422
2269,-2.24,-0.24,0.383
2270,-2.24,-0.16,0.352
2271,-2.24,-0.08,0.335
2272,-2.24,0.0,0.31
2273,-2.24,0.08,0.267
2274,-2.24,0.16,0.26
2275,-2.24,0.24,0.26
2276,-2.24,0.32,0.249
2277,-2.24,0.4,0.206
2278,-2.24,0.48,0.209
2279,-2.24,0.56,0.182
2280,-2.24,0.64,0.195
2281,-2.24,0.72,0.156
2282,-2.24,0.8,0.164
2283,-2.24,0.88,0.177
2284,-2.24,0.96,0.161
2285,-2.24,1.04,0.149
2286,-2.24,1.12,0.127
2287,-2.24,1.2,0.143
2288,-2.24,1.28,0.146
2289,-2.24,1.36,0.128
2290,-2.24,1.44,0.116
2291,-2.24,1.52,0.114
2292,-2.24,1.6,0.12
2293,-2.24,1.68,0.109
2294,-2.24,1.76,0.127
2295,-2.24,1.84,0.093
2296,-2.24,1.92,0.101
2297,-2.24,2.0,0.107
2298,-2.24,2.08,0.111
2299,-2.24,2.16,0.11
2300,-2.24,2.24,0.101
2301,-2.24,2.32,0.097
2302,-2.24,2.4,0.097
2303,-2.24,2.48,0.116
2304,-2.24,2.56,0.092
2305,-2.24,2.64,0.102
2306,-2.24,2.72,0.087
2307,-2.24,2.8,0.099
2308,-2.24,2.88,0.09
2309,-2.24,2.96,0.102
2310,-2.24,3.04,0.098
2311,-2.24,3.12,0.104
2312,-2.24,3.2,0.105
2313,-2.24,3.28,0.091
2314,-2.24,3.36,0.091
2315,-2.24,3.44,0.107
2316,-2.24,3.52,0.103
2317,-2.24,3.6,0.112
2318,-2.24,3.68,0.1
2319,-2.24,3.76,0.106
2320,-2.24,3.84,0.106
2321,-2.24,3.92,0.094
2322,-2.24,4.0,0.093
2323,-2.16,-4.0,0.772
2324,-2.16,-3.92,0.767
2325,-2.16,-3.84,0.774
2326,-2.16,-3.76,0.764
2327,-2.16,-3.68,0.766
2328,-2.16,-3.6,0.797
2329,-2.16,-3.52,0.763
2330,-2.16,-3.44,0.756
2331,-2.16,-3.36,0.789
2332,-2.16,-3.28,0.76
2333,-2.16,-3.2,0.768
2334,-2.16,-3.12,0.772
2335,-2.16,-3.04,0.78
2336,-2.16,-2.96,0.779
2337,-2.16,-2.88,0.776
2338,-2.16,-2.8,0.769
2339,-2.16,-2.72,0.783
2340,-2.16,-2.64,0.782
2341,-2.16,-2.56,0.74
2342,-2.16,-2.48,0.747
2343,-2.16,-2.4,0.765
2344,-2.16,-2.32,0.765
2345,-2.16,-2.24,0.786
2346,-2.16,-2.16,0.784
2347,-2.16,-2.08,0.778
2348,-2.16,-2.0,0.768
2349,-2.16,-1.92,0.764
2350,-2.16,-1.84,0.749
2351,-2.16,-1.76,0.727
2352,-2.16,-1.68,0.737
2353,-2.16,-1.6,0.717
2354,-2.16,-1.52,0.708
2355,-2.16,-1.44,0.685
2356,-2.16,-1.36,0.685
2357,-2.16,-1.28,0.723
2358,-2.16,-1.2,0.717
2359,-2.16,-1.12,0.736
2360,-2.16,-1.04,0.749
2361,-2.16,-0.96,0.71
2362,-2.16,-0.88,0.699
2363,-2.16,-0.8,0.642
2364,-2.16,-0.72,0.639
2365,-2.16,-0.64,0.605
2366,-2.16,-0.56,0.565
2367,-2.16,-0.48,0.521
2368,-2.16,-0.4,0.478
2369,-2.16,-0.32,0.436
2370,-2.16,-0.24,0.43
2371,-2.16,-0.16,0.372
2372,-2.16,-0.08,0.354
2373,-2.16,0.0,0.335
2374,-2.16,0.08,0.309
2375,-2.16,0.16,0.306
2376,-2.16,0.24,0.272
2377,-2.16,0.32,0.245
2378,-2.16,0.4,0.219
2379,-2.16,0.48,0.226
2380,-2.16,0.56,0.195
2381,-2.16,0.64,0.207
2382,-2.16,0.72,0.17
2383,-2.16,0.8,0.188
2384,-2.16,0.88,0.166
2385,-2.16,0.96,0.136
2386,-2.16,1.04,0.145
2387,-2.16,1.12,0.133
2388,-2.16,1.2,0.139
2389,-2.16,1.28,0.142
2390,-2.16,1.36,0.115
2391,-2.16,1.44,0.111
2392,-2.16,1.52,0.116
2393,-2.16,1.6,0.142
2394,-2.16,1.68,0.12
2395,-2.16,1.76,0.108
2396,-2.16,1.84,0.13
2397,-2.16,1.92,0.134
2398,-2.16,2.0,0.11
2399,-2.16,2.08,0.102
2400,-2.16,2.16,0.096
2401,-2.16,2.24,0.1
2402,-2.16,2.32,0.101
2403,-2.16,2.4,0.112
2404,-2.16,2.48,0.083
2405,-2.16,2.56,0.12
2406,-2.16,2.64,0.097
2407,-2.16,2.72,0.106
2408,-2.16,2.8,0.099
2409,-2.16,2.88,0.1
2410,-2.16,2.96,0.106
2411,-2.16,3.04,0.113
2412,-2.16,3.12,0.111
2413,-2.16,3.2,0.103
2414,-2.16,3.28,0.088
2415,-2.16,3.36,0.099
2416,-2.16,3.44,0.094
2417,-2.16,3.52,0.103
2418,-2.16,3.6,0.083
2419,-2.16,3.68,0.096
2420,-2.16,3.76,0.079
2421,-2.16,3.84,0.109
2422,-2.16,3.92,0.104
2423,-2.16,4.0,0.103
2424,-2.08,-4.0,0.773
2425,-2.08,-3.92,0.771
2426,-2.08,-3.84,0.778
2427,-2.08,-3.76,0.777
2428,-2.08,-3.68,0.77
2429,-2.08,-3.6,0.752
2430,-2.08,-3.52,0.786
2431,-2.08,-3.44,0.775
2432,-2.08,-3.36,0.786
2433,-2.08,-3.28,0.765
2434,-2.08,-3.2,0.799
2435,-2.08,-3.12,0.801
2436,-2.08,-3.04,0.782
2437,-2.08,-2.96,0.776
2438,-2.08,-2.88,0.74
2439,-2.08,-2.8,0.764
2440,-2.08,-2.72,0.795
2441,-2.08,-2.64,0.789
2442,-2.08,-2.56,0.77
2443,-2.08,-2.48,0.769
2444,-2.08,-2.4,0.781
2445,-2.08,-2.32,0.765
2446,-2.08,-2.24,0.78
2447,-2.08,-2.16,0.757
2448,-2.08,-2.08,0.798
2449,-2.08,-2.0,0.773
2450,-2.08,-1.92,0.742
2451,-2.08,-1.84,0.787
2452,-2.08,-1.76,0.746
2453,-2.08,-1.68,0.746
2454,-2.08,-1.6,0.725
2455,-2.08,-1.52,0.723
2456,-2.08,-1.44,0.701
2457,-2.08,-1.36,0.697
2458,-2.08,-1.28,0.716
2459,-2.08,-1.2,0.701
2460,-2.08,-1.12,0.738
2461,-2.08,-1.04,0.75
2462,-2.08,-0.96,0.745
2463,-2.08,-0.88,0.715
2464,-2.08,-0.8,0.684
2465,-2.08,-0.72,0.648
2466,-2.08,-0.64,0.615
2467,-2.08,-0.56,0.615
2468,-2.08,-0.48,0.548
2469,-2.08,-0.4,0.52
2470,-2.08,-0.32,0.516
2471,-2.08,-0.24,0.435
2472,-2.08,-0.16,0.396
2473,-2.08,-0.08,0.372
2474,-2.08,0.0,0.341
2475,-2.08,0.08,0.336
2476,-2.08,0.16,0.306
2477,-2.08,0.24,0.287
2478,-2.08,0.32,0.282
2479,-2.08,0.4,0.244
2480,-2.08,0.48,0.233
2481,-2.08,0.56,0.22
2482,-2.08,0.64,0.206
2483,-2.08,0.72,0.202
2484,-2.08,0.8,0.192
2485,-2.08,0.88,0.188
2486,-2.08,0.96,0.162
2487,-2.08,1.04,0.166
2488,-2.08,1.12,0.171
2489,-2.08,1.2,0.155
2490,-2.08,1.28,0.147
2491,-2.08,1.36,0.144
2492,-2.08,1.44,0.143
2493,-2.08,1.52,0.129
2494,-2.08,1.6,0.115
2495,-2.08,1.68,0.127
2496,-2.08,1.76,0.115
2497,-2.08,1.84,0.121
2498,-2.08,1.92,0.105
2499,-2.08,2.0,0.101
2500,-2.08,2.08,0.088
2501,-2.08,2.16,0.097
2502,-2.08,2.24,0.108
2503,-2.08,2.32,0.119
2504,-2.08,2.4,0.099
2505,-2.08,2.48,0.106
2506,-2.08,2.56,0.12
2507,-2.08,2.64,0.117
2508,-2.08,2.72,0.098
2509,-2.08,2.8,0.101
2510,-2.08,2.88,0.095
2511,-2.08,2.96,0.096
2512,-2.08,3.04,0.088
2513,-2.08,3.12,0.094
2514,-2.08,3.2,0.109
2515,-2.08,3.28,0.109
2516,-2.08,3.36,0.098
2517,-2.08,3.44,0.112
2518,-2.08,3.52,0.098
2519,-2.08,3.6,0.108
2520,-2.08,3.68,0.095
2521,-2.08,3.76,0.099
2522,-2.08,3.84,0.093
2523,-2.08,3.92,0.104
2524,-2.08,4.0,0.095
2525,-2.0,-4.0,0.772
2526,-2.0,-3.92,0.775
2527,-2.0,-3.84,0.782
2528,-2.0,-3.76,0.788
2529,-2.0,-3.68,0.799
2530,-2.0,-3.6,0.771
2531,-2.0,-3.52,0.772
2532,-2.0,-3.44,0.761
2533,-2.0,-3.36,0.749
2534,-2.0,-3.28,0.76
2535,-2.0,-3.2,0.767
2536,-2.0,-3.12,0.771
2537,-2.0,-3.04,0.79
2538,-2.0,-2.96,0.773
2539,-2.0,-2.88,0.778
2540,-2.0,-2.8,0.788
2541,-2.0,-2.72,0.754
2542,-2.0,-2.64,0.774
2543,-2.0,-2.56,0.777
2544,-2.0,-2.48,0.763
2545,-2.0,-2.4,0.758
2546,-2.0,-2.32,0.787
2547,-2.0,-2.24,0.778
2548,-2.0,-2.16,0.75
2549,-2.0,-2.08,0.764
2550,-2.0,-2.0,0.784
2551,-2.0,-1.92,0.77
2552,-2.0,-1.84,0.778
2553,-2.0,-1.76,0.759
2554,-2.0,-1.68,0.747
2555,-2.0,-1.6,0.729
2556,-2.0,-1.52,0.737
2557,-2.0,-1.44,0.725
2558,-2.0,-1.36,0.718
2559,-2.0,-1.28,0.736
2560,-2.0,-1.2,0.682
2561,-2.0,-1.12,0.7
2562,-2.0,-1.04,0.728
2563,-2.0,-0.96,0.735
2564,-2.0,-0.88,0.753
2565,-2.0,-0.8,0.737
2566,-2.0,-0.72,0.707
2567,-2.0,-0.64,0.659
2568,-2.0,-0.56,0.627
2569,-2.0,-0.48,0.575
2570,-2.0,-0.4,0.54
2571,-2.0,-0.32,0.513
2572,-2.0,-0.24,0.455
2573,-2.0,-0.16,0.432
2574,-2.0,-0.08,0.41
2575,-2.0,0.0,0.357
2576,-2.0,0.08,0.37
2577,-2.0,0.16,0.344
2578,-2.0,0.24,0.323
2579,-2.0,0.32,0.29
2580,-2.0,0.4,0.269
2581,-2.0,0.48,0.237
2582,-2.0,0.56,0.244
2583,-2.0,0.64,0.218
2584,-2.0,0.72,0.218
2585,-2.0,0.8,0.178
2586,-2.0,0.88,0.184
2587,-2.0,0.96,0.168
2588,-2.0,1.04,0.18
2589,-2.0,1.12,0.172
2590,-2.0,1.2,0.164
2591,-2.0,1.28,0.164
2592,-2.0,1.36,0.142
2593,-2.0,1.44,0.145
2594,-2.0,1.52,0.148
2595,-2.0,1.6,0.111
2596,-2.0,1.68,0.108
2597,-2.0,1.76,0.116
2598,-2.0,1.84,0.134
2599,-2.0,1.92,0.1
2600,-2.0,2.0,0.114
2601,-2.0,2.08,0.108
2602,-2.0,2.16,0.11
2603,-2.0,2.24,0.115
2604,-2.0,2.32,0.097
2605,-2.0,2.4,0.116
2606,-2.0,2.48,0.09
2607,-2.0,2.56,0.096
2608,-2.0,2.64,0.108
2609,-2.0,2.72,0.083
2610,-2.0,2.8,0.098
2611,-2.0,2.88,0.087
2612,-2.0,2.96,0.083
2613,-2.0,3.04,0.087
2614,-2.0,3.12,0.109
2615,-2.0,3.2,0.111
2616,-2.0,3.28,0.125
2617,-2.0,3.36,0.111
2618,-2.0,3.44,0.101
2619,-2.0,3.52,0.096
2620,-2.0,3.6,0.099
2621,-2.0,3.68,0.09
2622,-2.0,3.76,0.103
2623,-2.0,3.84,0.106
2624,-2.0,3.92,0.081
2625,-2.0,4.0,0.103
2626,-1.92,-4.0,0.786
2627,-1.92,-3.92,0.762
2628,-1.92,-3.84,0.789
2629,-1.92,-3.76,0.779
2630,-1.92,-3.68,0.78
2631,-1.92,-3.6,0.787
2632,-1.92,-3.52,0.784
2633,-1.92,-3.44,0.773
2634,-1.92,-3.36,0.79
2635,-1.92,-3.28,0.795
2636,-1.92,-3.2,0.782
2637,-1.92,-3.12,0.762
2638,-1.92,-3.04,0.786
2639,-1.92,-2.96,0.798
2640,-1.92,-2.88,0.769
2641,-1.92,-2.8,0.789
2642,-1.92,-2.72,0.776
2643,-1.92,-2.64,0.752
2644,-1.92,-2.56,0.789
2645,-1.92,-2.48,0.769
2646,-1.92,-2.4,0.756
2647,-1.92,-2.32,0.771
2648,-1.92,-2.24,0.798
2649,-1.92,-2.16,0.753
2650,-1.92,-2.08,0.763
2651,-1.92,-2.0,0.773
2652,-1.92,-1.92,0.755
2653,-1.92,-1.84,0.784
2654,-1.92,-1.76,0.766
2655,-1.92,-1.68,0.765
2656,-1.92,-1.6,0.744
2657,-1.92,-1.52,0.731
2658,-1.92,-1.44,0.712
2659,-1.92,-1.36,0.708
2660,-1.92,-1.28,0.711
2661,-1.92,-1.2,0.704
2662,-1.92,-1.12,0.713
2663,-1.92,-1.04,0.699
2664,-1.92,-0.96,0.715
2665,-1.92,-0.88,0.733
2666,-1.92,-0.8,0.737
2667,-1.92,-0.72,0.71
2668,-1.92,-0.64,0.712
2669,-1.92,-0.56,0.652
2670,-1.92,-0.48,0.655
2671,-1.92,-0.4,0.602
2672,-1.92,-0.32,0.548
2673,-1.92,-0.24,0.506
2674,-1.92,-0.16,0.483
2675,-1.92,-0.08,0.477
2676,-1.92,0.0,0.437
2677,-1.92,0.08,0.39
2678,-1.92,0.16,0.351
2679,-1.92,0.24,0.326
2680,-1.92,0.32,0.316
2681,-1.92,0.4,0.26
2682,-1.92,0.48,0.25
2683,-1.92,0.56,0.264
2684,-1.92,0.64,0.219
2685,-1.92,0.72,0.227
2686,-1.92,0.8,0.19
2687,-1.92,0.88,0.19
2688,-1.92,0.96,0.213
2689,-1.92,1.04,0.176
2690,-1.92,1.12,0.175
2691,-1.92,1.2,0.178
2692,-1.92,1.28,0.176
2693,-1.92,1.36,0.155
2694,-1.92,1.44,0.161
2695,-1.92,1.52,0.163
2696,-1.92,1.6,0.125
2697,-1.92,1.68,0.133
2698,-1.92,1.76,0.112
2699,-1.92,1.84,0.116
2700,-1.92,1.92,0.107
2701,-1.92,2.0,0.126
2702,-1.92,2.08,0.099
2703,-1.92,2.16,0.098
2704,-1.92,2.24,0.104
2705,-1.92,2.32,0.1
2706,-1.92,2.4,0.095
2707,-1.92,2.48,0.109
2708,-1.92,2.56,0.106
2709,-1.92,2.64,0.081
2710,-1.92,2.72,0.08
2711,-1.92,2.8,0.099
2712,-1.92,2.88,0.1
2713,-1.92,2.96,0.107
2714,-1.92,3.04,0.091
2715,-1.92,3.12,0.11
2716,-1.92,3.2,0.096
2717,-1.92,3.28,0.104
2718,-1.92,3.36,0.091
2719,-1.92,3.44,0.119
2720,-1.92,3.52,0.108
2721,-1.92,3.6,0.106
2722,-1.92,3.68,0.106
2723,-1.92,3.76,0.097
2724,-1.92,3.84,0.101
2725,-1.92,3.92,0.094
2726,-1.92,4.0,0.092
2727,-1.84,-4.0,0.782
2728,-1.84,-3.92,0.766
2729,-1.84,-3.84,0.778
2730,-1.84,-3.76,0.778
2731,-1.84,-3.68,0.789
2732,-1.84,-3.6,0.756
2733,-1.84,-3.52,0.775
2734,-1.84,-3.44,0.76
2735,-1.84,-3.36,0.797
2736,-1.84,-3.28,0.776
2737,-1.84,-3.2,0.784
2738,-1.84,-3.12,0.758
2739,-1.84,-3.04,0.801
2740,-1.84,-2.96,0.767
2741,-1.84,-2.88,0.782
2742,-1.84,-2.8,0.787
2743,-1.84,-2.72,0.791
2744,-1.84,-2.64,0.788
2745,-1.84,-2.56,0.766
2746,-1.84,-2.48,0.788
2747,-1.84,-2.4,0.789
2748,-1.84,-2.32,0.76
2749,-1.84,-2.24,0.736
2750,-1.84,-2.16,0.754
2751,-1.84,-2.08,0.737
2752,-1.84,-2.0,0.743
2753,-1.84,-1.92,0.766
2754,-1.84,-1.84,0.793
2755,-1.84,-1.76,0.774
2756,-1.84,-1.68,0.77
2757,-1.84,-1.6,0.766
2758,-1.84,-1.52,0.754
2759,-1.84,-1.44,0.728
2760,-1.84,-1.36,0.713
2761,-1.84,-1.28,0.703
2762,-1.84,-1.2,0.693
2763,-1.84,-1.12,0.71
2764,-1.84,-1.04,0.706
2765,-1.84,-0.96,0.703
2766,-1.84,-0.88,0.752
2767,-1.84,-0.8,0.722
2768,-1.84,-0.72,0.74
2769,-1.84,-0.64,0.734
2770,-1.84,-0.56,0.716
2771,-1.84,-0.48,0.651
2772,-1.84,-0.4,0.642
2773,-1.84,-0.32,0.608
2774,-1.84,-0.24,0.575
2775,-1.84,-0.16,0.527
2776,-1.84,-0.08,0.509
2777,-1.84,0.0,0.447
2778,-1.84,0.08,0.429
2779,-1.84,0.16,0.39
2780,-1.84,0.24,0.334
2781,-1.84,0.32,0.306
2782,-1.84,0.4,0.334
2783,-1.84,0.48,0.293
2784,-1.84,0.56,0.271
2785,-1.84,0.64,0.268
2786,-1.84,0.72,0.218
2787,-1.84,0.8,0.188
2788,-1.84,0.88,0.207
2789,-1.84,0.96,0.21
2790,-1.84,1.04,0.173
2791,-1.84,1.12,0.181
2792,-1.84,1.2,0.183
2793,-1.84,1.28,0.167
2794,-1.84,1.36,0.141
2795,-1.84,1.44,0.156
2796,-1.84,1.52,0.137
2797,-1.84,1.6,0.151
2798,-1.84,1.68,0.135
2799,-1.84,1.76,0.121
2800,-1.84,1.84,0.118
2801,-1.84,1.92,0.121
2802,-1.84,2.0,0.131
2803,-1.84,2.08,0.112
2804,-1.84,2.16,0.12
2805,-1.84,2.24,0.099
2806,-1.84,2.32,0.114
2807,-1.84,2.4,0.112
2808,-1.84,2.48,0.092
2809,-1.84,2.56,0.098
2810,-1.84,2.64,0.113
2811,-1.84,2.72,0.096
2812,-1.84,2.8,0.101
2813,-1.84,2.88,0.09
2814,-1.84,2.96,0.093
2815,-1.84,3.04,0.098
2816,-1.84,3.12,0.091
2817,-1.84,3.2,0.1
2818,-1.84,3.28,0.092
2819,-1.84,3.36,0.103
2820,-1.84,3.44,0.11
2821,-1.84,3.52,0.091
2822,-1.84,3.6,0.094
2823,-1.84,3.68,0.083
2824,-1.84,3.76,0.095
2825,-1.84,3.84,0.107
2826,-1.84,3.92,0.105
2827,-1.84,4.0,0.098
2828,-1.76,-4.0,0.753
2829,-1.76,-3.92,0.768
2830,-1.76,-3.84,0.777
2831,-1.76,-3.76,0.778
2832,-1.76,-3.68,0.76
2833,-1.76,-3.6,0.793
2834,-1.76,-3.52,0.771
2835,-1.76,-3.44,0.778
2836,-1.76,-3.36,0.78
2837,-1.76,-3.28,0.773
2838,-1.76,-3.2,0.786
2839,-1.76,-3.12,0.799
2840,-1.76,-3.04,0.775
2841,-1.76,-2.96,0.78
2842,-1.76,-2.88,0.787
2843,-1.76,-2.8,0.78
2844,-1.76,-2.72,0.779
2845,-1.76,-2.64,0.79
2846,-1.76,-2.56,0.799
2847,-1.76,-2.48,0.774
2848,-1.76,-2.4,0.752
2849,-1.76,-2.32,0.741
2850,-1.76,-2.24,0.771
2851,-1.76,-2.16,0.771
2852,-1.76,-2.08,0.784
2853,-1.76,-2.0,0.784
2854,-1.76,-1.92,0.75
2855,-1.76,-1.84,0.774
2856,-1.76,-1.76,0.758
2857,-1.76,-1.68,0.775
2858,-1.76,-1.6,0.79
2859,-1.76,-1.52,0.796
2860,-1.76,-1.44,0.76
2861,-1.76,-1.36,0.763
2862,-1.76,-1.28,0.706
2863,-1.76,-1.2,0.703
2864,-1.76,-1.12,0.686
2865,-1.76,-1.04,0.675
2866,-1.76,-0.96,0.676
2867,-1.76,-0.88,0.711
2868,-1.76,-0.8,0.722
2869,-1.76,-0.72,0.718
2870,-1.76,-0.64,0.739
2871,-1.76,-0.56,0.729
2872,-1.76,-0.48,0.699
2873,-1.76,-0.4,0.676
2874,-1.76,-0.32,0.631
2875,-1.76,-0.24,0.64
2876,-1.76,-0.16,0.555
2877,-1.76,-0.08,0.519
2878,-1.76,0.0,0.459
2879,-1.76,0.08,0.441
2880,-1.76,0.16,0.413
2881,-1.76,0.24,0.373
2882,-1.76,0.32,0.356
2883,-1.76,0.4,0.319
2884,-1.76,0.48,0.34
2885,-1.76,0.56,0.276
2886,-1.76,0.64,0.243
2887,-1.76,0.72,0.242
2888,-1.76,0.8,0.226
2889,-1.76,0.88,0.234
2890,-1.76,0.96,0.195
2891,-1.76,1.04,0.214
2892,-1.76,1.12,0.184
2893,-1.76,1.2,0.194
2894,-1.76,1.28,0.184
2895,-1.76,1.36,0.151
2896,-1.76,1.44,0.179
2897,-1.76,1.52,0.171
2898,-1.76,1.6,0.157
2899,-1.76,1.68,0.145
2900,-1.76,1.76,0.114
2901,-1.76,1.84,0.148
2902,-1.76,1.92,0.132
2903,-1.76,2.0,0.124
2904,-1.76,2.08,0.135
2905,-1.76,2.16,0.117
2906,-1.76,2.24,0.102
2907,-1.76,2.32,0.112
2908,-1.76,2.4,0.108
2909,-1.76,2.48,0.112
2910,-1.76,2.56,0.087
2911,-1.76,2.64,0.106
2912,-1.76,2.72,0.083
2913,-1.76,2.8,0.096
2914,-1.76,2.88,0.11
2915,-1.76,2.96,0.103
2916,-1.76,3.04,0.102
2917,-1.76,3.12,0.101
2918,-1.76,3.2,0.105
2919,-1.76,3.28,0.095
2920,-1.76,3.36,0.098
2921,-1.76,3.44,0.099
2922,-1.76,3.52,0.089
2923,-1.76,3.6,0.098
2924,-1.76,3.68,0.091
2925,-1.76,3.76,0.091
2926,-1.76,3.84,0.099
2927,-1.76,3.92,0.1
2928,-1.76,4.0,0.109
2929,-1.68,-4.0,0.737
2930,-1.68,-3.92,0.762
2931,-1.68,-3.84,0.77
2932,-1.68,-3.76,0.773
2933,-1.68,-3.68,0.769
2934,-1.68,-3.6,0.788
2935,-1.68,-3.52,0.761
2936,-1.68,-3.44,0.78
2937,-1.68,-3.36,0.762
2938,-1.68,-3.28,0.796
2939,-1.68,-3.2,0.778
2940,-1.68,-3.12,0.792
2941,-1.68,-3.04,0.765
2942,-1.68,-2.96,0.768
2943,-1.68,-2.88,0.787
2944,-1.68,-2.8,0.766
2945,-1.68,-2.72,0.802
2946,-1.68,-2.64,0.785
2947,-1.68,-2.56,0.768
2948,-1.68,-2.48,0.762
2949,-1.68,-2.4,0.756
2950,-1.68,-2.32,0.757
2951,-1.68,-2.24,0.769
2952,-1.68,-2.16,0.774
2953,-1.68,-2.08,0.78
2954,-1.68,-2.0,0.767
2955,-1.68,-1.92,0.747
2956,-1.68,-1.84,0.778
2957,-1.68,-1.76,0.784
2958,-1.68,-1.68,0.757
2959,-1.68,-1.6,0.774
2960,-1.68,-1.52,0.783
2961,-1.68,-1.44,0.77
2962,-1.68,-1.36,0.754
2963,-1.68,-1.28,0.738
2964,-1.68,-1.2,0.714
2965,-1.68,-1.12,0.72
2966,-1.68,-1.04,0.708
2967,-1.68,-0.96,0.713
2968,-1.68,-0.88,0.712
2969,-1.68,-0.8,0.707
2970,-1.68,-0.72,0.723
2971,-1.68,-0.64,0.754
2972,-1.68,-0.56,0.719
2973,-1.68,-0.48,0.727
2974,-1.68,-0.4,0.708
2975,-1.68,-0.32,0.679
2976,-1.68,-0.24,0.621
2977,-1.68,-0.16,0.59
2978,-1.68,-0.08,0.532
2979,-1.68,0.0,0.543
2980,-1.68,0.08,0.503
2981,-1.68,0.16,0.477
2982,-1.68,0.24,0.403
2983,-1.68,0.32,0.372
2984,-1.68,0.4,0.391
2985,-1.68,0.48,0.312
2986,-1.68,0.56,0.285
2987,-1.68,0.64,0.288
2988,-1.68,0.72,0.266
2989,-1.68,0.8,0.234
2990,-1.68,0.88,0.223
2991,-1.68,0.96,0.238
2992,-1.68,1.04,0.206
2993,-1.68,1.12,0.203
2994,-1.68,1.2,0.211
2995,-1.68,1.28,0.174
2996,-1.68,1.36,0.189
2997,-1.68,1.44,0.165
2998,-1.68,1.52,0.159
2999,-1.68,1.6,0.153
3000,-1.68,1.68,0.151
