,muh,mux,success_rate
0,-4.0,-4.0,0.866
1,-4.0,-3.92,0.851
2,-4.0,-3.84,0.847
3,-4.0,-3.76,0.836
4,-4.0,-3.68,0.836
5,-4.0,-3.6,0.81
6,-4.0,-3.52,0.802
7,-4.0,-3.44,0.806
8,-4.0,-3.36,0.797
9,-4.0,-3.28,0.776
10,-4.0,-3.2,0.752
11,-4.0,-3.12,0.732
12,-4.0,-3.04,0.735
13,-4.0,-2.96,0.689
14,-4.0,-2.88,0.672
15,-4.0,-2.8,0.632
16,-4.0,-2.72,0.617
17,-4.0,-2.64,0.617
18,-4.0,-2.56,0.565
19,-4.0,-2.48,0.528
20,-4.0,-2.4,0.514
21,-4.0,-2.32,0.458
22,-4.0,-2.24,0.428
23,-4.0,-2.16,0.433
24,-4.0,-2.08,0.382
25,-4.0,-2.0,0.341
26,-4.0,-1.92,0.336
27,-4.0,-1.84,0.313
28,-4.0,-1.76,0.285
29,-4.0,-1.68,0.28
30,-4.0,-1.6,0.259
31,-4.0,-1.52,0.2
32,-4.0,-1.44,0.214
33,-4.0,-1.36,0.187
34,-4.0,-1.28,0.197
35,-4.0,-1.2,0.172
36,-4.0,-1.12,0.17
37,-4.0,-1.04,0.164
38,-4.0,-0.96,0.139
39,-4.0,-0.88,0.142
40,-4.0,-0.8,0.153
41,-4.0,-0.72,0.142
42,-4.0,-0.64,0.121
43,-4.0,-0.56,0.133
44,-4.0,-0.48,0.134
45,-4.0,-0.4,0.127
46,-4.0,-0.32,0.113
47,-4.0,-0.24,0.119
48,-4.0,-0.16,0.111
49,-4.0,-0.08,0.113
50,-4.0,0.0,0.105
51,-4.0,0.08,0.106
52,-4.0,0.16,0.108
53,-4.0,0.24,0.103
54,-4.0,0.32,0.087
55,-4.0,0.4,0.108
56,-4.0,0.48,0.078
57,-4.0,0.56,0.097
58,-4.0,0.64,0.095
59,-4.0,0.72,0.118
60,-4.0,0.8,0.083
61,-4.0,0.88,0.086
62,-4.0,0.96,0.112
63,-4.0,1.04,0.108
64,-4.0,1.12,0.094
65,-4.0,1.2,0.112
66,-4.0,1.28,0.095
67,-4.0,1.36,0.108
68,-4.0,1.44,0.105
69,-4.0,1.52,0.106
70,-4.0,1.6,0.106
71,-4.0,1.68,0.093
72,-4.0,1.76,0.086
73,-4.0,1.84,0.108
74,-4.0,1.92,0.101
75,-4.0,2.0,0.106
76,-4.0,2.08,0.106
77,-4.0,2.16,0.098
78,-4.0,2.24,0.088
79,-4.0,2.32,0.117
80,-4.0,2.4,0.13
81,-4.0,2.48,0.114
82,-4.0,2.56,0.11
83,-4.0,2.64,0.095
84,-4.0,2.72,0.095
85,-4.0,2.8,0.105
86,-4.0,2.88,0.102
87,-4.0,2.96,0.086
88,-4.0,3.04,0.083
89,-4.0,3.12,0.086
90,-4.0,3.2,0.09
91,-4.0,3.28,0.114
92,-4.0,3.36,0.088
93,-4.0,3.44,0.082
94,-4.0,3.52,0.115
95,-4.0,3.6,0.092
96,-4.0,3.68,0.092
97,-4.0,3.76,0.103
98,-4.0,3.84,0.097
99,-4.0,3.92,0.084
100,-4.0,4.0,0.096
101,-3.92,-4.0,0.861
102,-3.92,-3.92,0.824
103,-3.92,-3.84,0.86
104,-3.92,-3.76,0.842
105,-3.92,-3.68,0.844
106,-3.92,-3.6,0.843
107,-3.92,-3.52,0.821
108,-3.92,-3.44,0.8
109,-3.92,-3.36,0.816
110,-3.92,-3.28,0.785
111,-3.92,-3.2,0.792
112,-3.92,-3.12,0.755
113,-3.92,-3.04,0.734
114,-3.92,-2.96,0.714
115,-3.92,-2.88,0.722
116,-3.92,-2.8,0.683
117,-3.92,-2.72,0.667
118,-3.92,-2.64,0.593
119,-3.92,-2.56,0.566
120,-3.92,-2.48,0.586
121,-3.92,-2.4,0.527
122,-3.92,-2.32,0.497
123,-3.92,-2.24,0.455
124,-3.92,-2.16,0.45
125,-3.92,-2.08,0.413
126,-3.92,-2.0,0.382
127,-3.92,-1.92,0.324
128,-3.92,-1.84,0.333
129,-3.92,-1.76,0.325
130,-3.92,-1.68,0.287
131,-3.92,-1.6,0.269
132,-3.92,-1.52,0.257
133,-3.92,-1.44,0.198
134,-3.92,-1.36,0.213
135,-3.92,-1.28,0.174
136,-3.92,-1.2,0.178
137,-3.92,-1.12,0.178
138,-3.92,-1.04,0.167
139,-3.92,-0.96,0.148
140,-3.92,-0.88,0.127
141,-3.92,-0.8,0.151
142,-3.92,-0.72,0.15
143,-3.92,-0.64,0.134
144,-3.92,-0.56,0.142
145,-3.92,-0.48,0.115
146,-3.92,-0.4,0.103
147,-3.92,-0.32,0.11
148,-3.92,-0.24,0.119
149,-3.92,-0.16,0.111
150,-3.92,-0.08,0.102
151,-3.92,0.0,0.125
152,-3.92,0.08,0.103
153,-3.92,0.16,0.115
154,-3.92,0.24,0.097
155,-3.92,0.32,0.125
156,-3.92,0.4,0.111
157,-3.92,0.48,0.099
158,-3.92,0.56,0.118
159,-3.92,0.64,0.109
160,-3.92,0.72,0.101
161,-3.92,0.8,0.11
162,-3.92,0.88,0.119
163,-3.92,0.96,0.124
164,-3.92,1.04,0.116
165,-3.92,1.12,0.094
166,-3.92,1.2,0.097
167,-3.92,1.28,0.091
168,-3.92,1.36,0.087
169,-3.92,1.44,0.101
170,-3.92,1.52,0.1
171,-3.92,1.6,0.1
172,-3.92,1.68,0.098
173,-3.92,1.76,0.101
174,-3.92,1.84,0.102
175,-3.92,1.92,0.096
176,-3.92,2.0,0.098
177,-3.92,2.08,0.097
178,-3.92,2.16,0.106
179,-3.92,2.24,0.102
180,-3.92,2.32,0.1
181,-3.92,2.4,0.083
182,-3.92,2.48,0.099
183,-3.92,2.56,0.102
184,-3.92,2.64,0.092
185,-3.92,2.72,0.094
186,-3.92,2.8,0.105
187,-3.92,2.88,0.091
188,-3.92,2.96,0.104
189,-3.92,3.04,0.096
190,-3.92,3.12,0.101
191,-3.92,3.2,0.094
192,-3.92,3.28,0.09
193,-3.92,3.36,0.099
194,-3.92,3.44,0.102
195,-3.92,3.52,0.092
196,-3.92,3.6,0.105
197,-3.92,3.68,0.104
198,-3.92,3.76,0.091
199,-3.92,3.84,0.088
200,-3.92,3.92,0.083
201,-3.92,4.0,0.11
202,-3.84,-4.0,0.87
203,-3.84,-3.92,0.864
204,-3.84,-3.84,0.858
205,-3.84,-3.76,0.858
206,-3.84,-3.68,0.849
207,-3.84,-3.6,0.836
208,-3.84,-3.52,0.848
209,-3.84,-3.44,0.82
210,-3.84,-3.36,0.803
211,-3.84,-3.28,0.799
212,-3.84,-3.2,0.769
213,-3.84,-3.12,0.747
214,-3.84,-3.04,0.741
215,-3.84,-2.96,0.714
216,-3.84,-2.88,0.72
217,-3.84,-2.8,0.706
218,-3.84,-2.72,0.68
219,-3.84,-2.64,0.652
220,-3.84,-2.56,0.641
221,-3.84,-2.48,0.597
222,-3.84,-2.4,0.54
223,-3.84,-2.32,0.529
224,-3.84,-2.24,0.528
225,-3.84,-2.16,0.452
226,-3.84,-2.08,0.45
227,-3.84,-2.0,0.397
228,-3.84,-1.92,0.397
229,-3.84,-1.84,0.348
230,-3.84,-1.76,0.33
231,-3.84,-1.68,0.318
232,-3.84,-1.6,0.279
233,-3.84,-1.52,0.277
234,-3.84,-1.44,0.239
235,-3.84,-1.36,0.213
236,-3.84,-1.28,0.19
237,-3.84,-1.2,0.199
238,-3.84,-1.12,0.19
239,-3.84,-1.04,0.202
240,-3.84,-0.96,0.163
241,-3.84,-0.88,0.164
242,-3.84,-0.8,0.14
243,-3.84,-0.72,0.144
244,-3.84,-0.64,0.12
245,-3.84,-0.56,0.138
246,-3.84,-0.48,0.123
247,-3.84,-0.4,0.13
248,-3.84,-0.32,0.126
249,-3.84,-0.24,0.132
250,-3.84,-0.16,0.117
251,-3.84,-0.08,0.122
252,-3.84,0.0,0.112
253,-3.84,0.08,0.109
254,-3.84,0.16,0.103
255,-3.84,0.24,0.12
256,-3.84,0.32,0.093
257,-3.84,0.4,0.106
258,-3.84,0.48,0.093
259,-3.84,0.56,0.09
260,-3.84,0.64,0.106
261,-3.84,0.72,0.108
262,-3.84,0.8,0.105
263,-3.84,0.88,0.108
264,-3.84,0.96,0.103
265,-3.84,1.04,0.082
266,-3.84,1.12,0.094
267,-3.84,1.2,0.095
268,-3.84,1.28,0.094
269,-3.84,1.36,0.114
270,-3.84,1.44,0.1
271,-3.84,1.52,0.101
272,-3.84,1.6,0.112
273,-3.84,1.68,0.112
274,-3.84,1.76,0.1
275,-3.84,1.84,0.096
276,-3.84,1.92,0.095
277,-3.84,2.0,0.1
278,-3.84,2.08,0.102
279,-3.84,2.16,0.089
280,-3.84,2.24,0.099
281,-3.84,2.32,0.101
282,-3.84,2.4,0.11
283,-3.84,2.48,0.097
284,-3.84,2.56,0.086
285,-3.84,2.64,0.098
286,-3.84,2.72,0.087
287,-3.84,2.8,0.103
288,-3.84,2.88,0.105
289,-3.84,2.96,0.087
290,-3.84,3.04,0.111
291,-3.84,3.12,0.098
292,-3.84,3.2,0.08
293,-3.84,3.28,0.115
294,-3.84,3.36,0.087
295,-3.84,3.44,0.09
296,-3.84,3.52,0.111
297,-3.84,3.6,0.101
298,-3.84,3.68,0.123
299,-3.84,3.76,0.092
300,-3.84,3.84,0.102
301,-3.84,3.92,0.1
302,-3.84,4.0,0.093
303,-3.76,-4.0,0.87
304,-3.76,-3.92,0.87
305,-3.76,-3.84,0.86
306,-3.76,-3.76,0.85
307,-3.76,-3.68,0.851
308,-3.76,-3.6,0.82
309,-3.76,-3.52,0.837
310,-3.76,-3.44,0.828
311,-3.76,-3.36,0.833
312,-3.76,-3.28,0.801
313,-3.76,-3.2,0.804
314,-3.76,-3.12,0.788
315,-3.76,-3.04,0.775
316,-3.76,-2.96,0.726
317,-3.76,-2.88,0.734
318,-3.76,-2.8,0.734
319,-3.76,-2.72,0.7
320,-3.76,-2.64,0.667
321,-3.76,-2.56,0.641
322,-3.76,-2.48,0.614
323,-3.76,-2.4,0.576
324,-3.76,-2.32,0.602
325,-3.76,-2.24,0.552
326,-3.76,-2.16,0.469
327,-3.76,-2.08,0.479
328,-3.76,-2.0,0.437
329,-3.76,-1.92,0.404
330,-3.76,-1.84,0.378
331,-3.76,-1.76,0.344
332,-3.76,-1.68,0.361
333,-3.76,-1.6,0.328
334,-3.76,-1.52,0.291
335,-3.76,-1.44,0.248
336,-3.76,-1.36,0.237
337,-3.76,-1.28,0.241
338,-3.76,-1.2,0.2
339,-3.76,-1.12,0.194
340,-3.76,-1.04,0.193
341,-3.76,-0.96,0.17
342,-3.76,-0.88,0.174
343,-3.76,-0.8,0.155
344,-3.76,-0.72,0.157
345,-3.76,-0.64,0.13
346,-3.76,-0.56,0.131
347,-3.76,-0.48,0.153
348,-3.76,-0.4,0.119
349,-3.76,-0.32,0.137
350,-3.76,-0.24,0.124
351,-3.76,-0.16,0.14
352,-3.76,-0.08,0.129
353,-3.76,0.0,0.123
354,-3.76,0.08,0.124
355,-3.76,0.16,0.115
356,-3.76,0.24,0.082
357,-3.76,0.32,0.104
358,-3.76,0.4,0.09
359,-3.76,0.48,0.11
360,-3.76,0.56,0.114
361,-3.76,0.64,0.102
362,-3.76,0.72,0.118
363,-3.76,0.8,0.11
364,-3.76,0.88,0.107
365,-3.76,0.96,0.091
366,-3.76,1.04,0.1
367,-3.76,1.12,0.097
368,-3.76,1.2,0.108
369,-3.76,1.28,0.102
370,-3.76,1.36,0.097
371,-3.76,1.44,0.107
372,-3.76,1.52,0.108
373,-3.76,1.6,0.1
374,-3.76,1.68,0.076
375,-3.76,1.76,0.133
376,-3.76,1.84,0.097
377,-3.76,1.92,0.105
378,-3.76,2.0,0.101
379,-3.76,2.08,0.097
380,-3.76,2.16,0.097
381,-3.76,2.24,0.097
382,-3.76,2.32,0.11
383,-3.76,2.4,0.103
384,-3.76,2.48,0.076
385,-3.76,2.56,0.105
386,-3.76,2.64,0.088
387,-3.76,2.72,0.089
388,-3.76,2.8,0.11
389,-3.76,2.88,0.094
390,-3.76,2.96,0.102
391,-3.76,3.04,0.09
392,-3.76,3.12,0.093
393,-3.76,3.2,0.103
394,-3.76,3.28,0.11
395,-3.76,3.36,0.094
396,-3.76,3.44,0.111
397,-3.76,3.52,0.095
398,-3.76,3.6,0.092
399,-3.76,3.68,0.099
400,-3.76,3.76,0.105
401,-3.76,3.84,0.105
402,-3.76,3.92,0.109
403,-3.76,4.0,0.088
404,-3.68,-4.0,0.857
405,-3.68,-3.92,0.869
406,-3.68,-3.84,0.866
407,-3.68,-3.76,0.862
408,-3.68,-3.68,0.84
409,-3.68,-3.6,0.854
410,-3.68,-3.52,0.833
411,-3.68,-3.44,0.84
412,-3.68,-3.36,0.817
413,-3.68,-3.28,0.813
414,-3.68,-3.2,0.817
415,-3.68,-3.12,0.815
416,-3.68,-3.04,0.8
417,-3.68,-2.96,0.755
418,-3.68,-2.88,0.758
419,-3.68,-2.8,0.73
420,-3.68,-2.72,0.733
421,-3.68,-2.64,0.698
422,-3.68,-2.56,0.676
423,-3.68,-2.48,0.663
424,-3.68,-2.4,0.604
425,-3.68,-2.32,0.62
426,-3.68,-2.24,0.573
427,-3.68,-2.16,0.528
428,-3.68,-2.08,0.502
429,-3.68,-2.0,0.446
430,-3.68,-1.92,0.441
431,-3.68,-1.84,0.401
432,-3.68,-1.76,0.362
433,-3.68,-1.68,0.369
434,-3.68,-1.6,0.337
435,-3.68,-1.52,0.302
436,-3.68,-1.44,0.302
437,-3.68,-1.36,0.241
438,-3.68,-1.28,0.242
439,-3.68,-1.2,0.246
440,-3.68,-1.12,0.211
441,-3.68,-1.04,0.185
442,-3.68,-0.96,0.206
443,-3.68,-0.88,0.199
444,-3.68,-0.8,0.17
445,-3.68,-0.72,0.153
446,-3.68,-0.64,0.158
447,-3.68,-0.56,0.146
448,-3.68,-0.48,0.138
449,-3.68,-0.4,0.114
450,-3.68,-0.32,0.114
451,-3.68,-0.24,0.13
452,-3.68,-0.16,0.121
453,-3.68,-0.08,0.104
454,-3.68,0.0,0.126
455,-3.68,0.08,0.116
456,-3.68,0.16,0.116
457,-3.68,0.24,0.115
458,-3.68,0.32,0.123
459,-3.68,0.4,0.115
460,-3.68,0.48,0.09
461,-3.68,0.56,0.117
462,-3.68,0.64,0.097
463,-3.68,0.72,0.124
464,-3.68,0.8,0.116
465,-3.68,0.88,0.116
466,-3.68,0.96,0.106
467,-3.68,1.04,0.097
468,-3.68,1.12,0.09
469,-3.68,1.2,0.115
470,-3.68,1.28,0.111
471,-3.68,1.36,0.092
472,-3.68,1.44,0.073
473,-3.68,1.52,0.094
474,-3.68,1.6,0.094
475,-3.68,1.68,0.118
476,-3.68,1.76,0.114
477,-3.68,1.84,0.093
478,-3.68,1.92,0.092
479,-3.68,2.0,0.095
480,-3.68,2.08,0.099
481,-3.68,2.16,0.107
482,-3.68,2.24,0.094
483,-3.68,2.32,0.103
484,-3.68,2.4,0.096
485,-3.68,2.48,0.111
486,-3.68,2.56,0.096
487,-3.68,2.64,0.092
488,-3.68,2.72,0.104
489,-3.68,2.8,0.112
490,-3.68,2.88,0.082
491,-3.68,2.96,0.087
492,-3.68,3.04,0.105
493,-3.68,3.12,0.093
494,-3.68,3.2,0.104
495,-3.68,3.28,0.093
496,-3.68,3.36,0.095
497,-3.68,3.44,0.106
498,-3.68,3.52,0.083
499,-3.68,3.6,0.107
500,-3.68,3.68,0.113
501,-3.68,3.76,0.113
502,-3.68,3.84,0.102
503,-3.68,3.92,0.097
504,-3.68,4.0,0.098
505,-3.6,-4.0,0.867
506,-3.6,-3.92,0.88
507,-3.6,-3.84,0.859
508,-3.6,-3.76,0.848
509,-3.6,-3.68,0.862
510,-3.6,-3.6,0.861
511,-3.6,-3.52,0.817
512,-3.6,-3.44,0.829
513,-3.6,-3.36,0.831
514,-3.6,-3.28,0.825
515,-3.6,-3.2,0.821
516,-3.6,-3.12,0.804
517,-3.6,-3.04,0.802
518,-3.6,-2.96,0.796
519,-3.6,-2.88,0.744
520,-3.6,-2.8,0.764
521,-3.6,-2.72,0.718
522,-3.6,-2.64,0.72
523,-3.6,-2.56,0.706
524,-3.6,-2.48,0.674
525,-3.6,-2.4,0.651
526,-3.6,-2.32,0.601
527,-3.6,-2.24,0.579
528,-3.6,-2.16,0.578
529,-3.6,-2.08,0.512
530,-3.6,-2.0,0.503
531,-3.6,-1.92,0.477
532,-3.6,-1.84,0.433
533,-3.6,-1.76,0.425
534,-3.6,-1.68,0.363
535,-3.6,-1.6,0.342
536,-3.6,-1.52,0.326
537,-3.6,-1.44,0.333
538,-3.6,-1.36,0.244
539,-3.6,-1.28,0.284
540,-3.6,-1.2,0.23
541,-3.6,-1.12,0.227
542,-3.6,-1.04,0.217
543,-3.6,-0.96,0.196
544,-3.6,-0.88,0.195
545,-3.6,-0.8,0.193
546,-3.6,-0.72,0.186
547,-3.6,-0.64,0.16
548,-3.6,-0.56,0.139
549,-3.6,-0.48,0.132
550,-3.6,-0.4,0.137
551,-3.6,-0.32,0.146
552,-3.6,-0.24,0.126
553,-3.6,-0.16,0.123
554,-3.6,-0.08,0.124
555,-3.6,0.0,0.116
556,-3.6,0.08,0.132
557,-3.6,0.16,0.109
558,-3.6,0.24,0.13
559,-3.6,0.32,0.113
560,-3.6,0.4,0.108
561,-3.6,0.48,0.107
562,-3.6,0.56,0.113
563,-3.6,0.64,0.1
564,-3.6,0.72,0.107
565,-3.6,0.8,0.091
566,-3.6,0.88,0.105
567,-3.6,0.96,0.106
568,-3.6,1.04,0.108
569,-3.6,1.12,0.102
570,-3.6,1.2,0.093
571,-3.6,1.28,0.11
572,-3.6,1.36,0.099
573,-3.6,1.44,0.093
574,-3.6,1.52,0.096
575,-3.6,1.6,0.104
576,-3.6,1.68,0.094
577,-3.6,1.76,0.115
578,-3.6,1.84,0.096
579,-3.6,1.92,0.09
580,-3.6,2.0,0.1
581,-3.6,2.08,0.097
582,-3.6,2.16,0.099
583,-3.6,2.24,0.082
584,-3.6,2.32,0.087
585,-3.6,2.4,0.107
586,-3.6,2.48,0.1
587,-3.6,2.56,0.106
588,-3.6,2.64,0.106
589,-3.6,2.72,0.098
590,-3.6,2.8,0.088
591,-3.6,2.88,0.118
592,-3.6,2.96,0.129
593,-3.6,3.04,0.114
594,-3.6,3.12,0.11
595,-3.6,3.2,0.096
596,-3.6,3.28,0.094
597,-3.6,3.36,0.105
598,-3.6,3.44,0.102
599,-3.6,3.52,0.086
600,-3.6,3.6,0.083
601,-3.6,3.68,0.086
602,-3.6,3.76,0.09
603,-3.6,3.84,0.114
604,-3.6,3.92,0.089
605,-3.6,4.0,0.081
606,-3.52,-4.0,0.854
607,-3.52,-3.92,0.881
608,-3.52,-3.84,0.876
609,-3.52,-3.76,0.869
610,-3.52,-3.68,0.878
611,-3.52,-3.6,0.839
612,-3.52,-3.52,0.848
613,-3.52,-3.44,0.842
614,-3.52,-3.36,0.851
615,-3.52,-3.28,0.854
616,-3.52,-3.2,0.832
617,-3.52,-3.12,0.82
618,-3.52,-3.04,0.824
619,-3.52,-2.96,0.792
620,-3.52,-2.88,0.768
621,-3.52,-2.8,0.777
622,-3.52,-2.72,0.739
623,-3.52,-2.64,0.735
624,-3.52,-2.56,0.698
625,-3.52,-2.48,0.693
626,-3.52,-2.4,0.696
627,-3.52,-2.32,0.637
628,-3.52,-2.24,0.606
629,-3.52,-2.16,0.612
630,-3.52,-2.08,0.554
631,-3.52,-2.0,0.56
632,-3.52,-1.92,0.533
633,-3.52,-1.84,0.447
634,-3.52,-1.76,0.453
635,-3.52,-1.68,0.401
636,-3.52,-1.6,0.386
637,-3.52,-1.52,0.35
638,-3.52,-1.44,0.309
639,-3.52,-1.36,0.299
640,-3.52,-1.28,0.278
641,-3.52,-1.2,0.249
642,-3.52,-1.12,0.244
643,-3.52,-1.04,0.202
644,-3.52,-0.96,0.225
645,-3.52,-0.88,0.192
646,-3.52,-0.8,0.188
647,-3.52,-0.72,0.17
648,-3.52,-0.64,0.181
649,-3.52,-0.56,0.146
650,-3.52,-0.48,0.143
651,-3.52,-0.4,0.154
652,-3.52,-0.32,0.128
653,-3.52,-0.24,0.121
654,-3.52,-0.16,0.107
655,-3.52,-0.08,0.145
656,-3.52,0.0,0.124
657,-3.52,0.08,0.126
658,-3.52,0.16,0.122
659,-3.52,0.24,0.115
660,-3.52,0.32,0.13
661,-3.52,0.4,0.092
662,-3.52,0.48,0.12
663,-3.52,0.56,0.118
664,-3.52,0.64,0.123
665,-3.52,0.72,0.12
666,-3.52,0.8,0.114
667,-3.52,0.88,0.096
668,-3.52,0.96,0.109
669,-3.52,1.04,0.096
670,-3.52,1.12,0.095
671,-3.52,1.2,0.094
672,-3.52,1.28,0.107
673,-3.52,1.36,0.088
674,-3.52,1.44,0.097
675,-3.52,1.52,0.105
676,-3.52,1.6,0.098
677,-3.52,1.68,0.12
678,-3.52,1.76,0.09
679,-3.52,1.84,0.097
680,-3.52,1.92,0.084
681,-3.52,2.0,0.095
682,-3.52,2.08,0.1
683,-3.52,2.16,0.103
684,-3.52,2.24,0.118
685,-3.52,2.32,0.097
686,-3.52,2.4,0.107
687,-3.52,2.48,0.101
688,-3.52,2.56,0.099
689,-3.52,2.64,0.099
690,-3.52,2.72,0.087
691,-3.52,2.8,0.095
692,-3.52,2.88,0.089
693,-3.52,2.96,0.103
694,-3.52,3.04,0.1
695,-3.52,3.12,0.101
696,-3.52,3.2,0.092
697,-3.52,3.28,0.094
698,-3.52,3.36,0.105
699,-3.52,3.44,0.091
700,-3.52,3.52,0.104
701,-3.52,3.6,0.096
702,-3.52,3.68,0.101
703,-3.52,3.76,0.094
704,-3.52,3.84,0.09
705,-3.52,3.92,0.099
706,-3.52,4.0,0.102
707,-3.44,-4.0,0.887
708,-3.44,-3.92,0.868
709,-3.44,-3.84,0.897
710,-3.44,-3.76,0.868
711,-3.44,-3.68,0.858
712,-3.44,-3.6,0.849
713,-3.44,-3.52,0.884
714,-3.44,-3.44,0.864
715,-3.44,-3.36,0.863
716,-3.44,-3.28,0.832
717,-3.44,-3.2,0.833
718,-3.44,-3.12,0.838
719,-3.44,-3.04,0.805
720,-3.44,-2.96,0.814
721,-3.44,-2.88,0.804
722,-3.44,-2.8,0.787
723,-3.44,-2.72,0.772
724,-3.44,-2.64,0.723
725,-3.44,-2.56,0.743
726,-3.44,-2.48,0.708
727,-3.44,-2.4,0.696
728,-3.44,-2.32,0.676
729,-3.44,-2.24,0.664
730,-3.44,-2.16,0.601
731,-3.44,-2.08,0.596
732,-3.44,-2.0,0.568
733,-3.44,-1.92,0.528
734,-3.44,-1.84,0.52
735,-3.44,-1.76,0.449
736,-3.44,-1.68,0.448
737,-3.44,-1.6,0.404
738,-3.44,-1.52,0.37
739,-3.44,-1.44,0.363
740,-3.44,-1.36,0.298
741,-3.44,-1.28,0.282
742,-3.44,-1.2,0.285
743,-3.44,-1.12,0.271
744,-3.44,-1.04,0.236
745,-3.44,-0.96,0.226
746,-3.44,-0.88,0.199
747,-3.44,-0.8,0.204
748,-3.44,-0.72,0.194
749,-3.44,-0.64,0.185
750,-3.44,-0.56,0.175
751,-3.44,-0.48,0.154
752,-3.44,-0.4,0.139
753,-3.44,-0.32,0.151
754,-3.44,-0.24,0.147
755,-3.44,-0.16,0.138
756,-3.44,-0.08,0.123
757,-3.44,0.0,0.119
758,-3.44,0.08,0.127
759,-3.44,0.16,0.114
760,-3.44,0.24,0.111
761,-3.44,0.32,0.117
762,-3.44,0.4,0.11
763,-3.44,0.48,0.111
764,-3.44,0.56,0.106
765,-3.44,0.64,0.113
766,-3.44,0.72,0.098
767,-3.44,0.8,0.104
768,-3.44,0.88,0.108
769,-3.44,0.96,0.112
770,-3.44,1.04,0.134
771,-3.44,1.12,0.102
772,-3.44,1.2,0.103
773,-3.44,1.28,0.101
774,-3.44,1.36,0.09
775,-3.44,1.44,0.106
776,-3.44,1.52,0.104
777,-3.44,1.6,0.099
778,-3.44,1.68,0.097
779,-3.44,1.76,0.109
780,-3.44,1.84,0.08
781,-3.44,1.92,0.113
782,-3.44,2.0,0.098
783,-3.44,2.08,0.111
784,-3.44,2.16,0.118
785,-3.44,2.24,0.088
786,-3.44,2.32,0.104
787,-3.44,2.4,0.104
788,-3.44,2.48,0.091
789,-3.44,2.56,0.092
790,-3.44,2.64,0.095
791,-3.44,2.72,0.087
792,-3.44,2.8,0.099
793,-3.44,2.88,0.101
794,-3.44,2.96,0.11
795,-3.44,3.04,0.097
796,-3.44,3.12,0.086
797,-3.44,3.2,0.099
798,-3.44,3.28,0.087
799,-3.44,3.36,0.103
800,-3.44,3.44,0.105
801,-3.44,3.52,0.086
802,-3.44,3.6,0.112
803,-3.44,3.68,0.098
804,-3.44,3.76,0.08
805,-3.44,3.84,0.115
806,-3.44,3.92,0.087
807,-3.44,4.0,0.09
808,-3.36,-4.0,0.889
809,-3.36,-3.92,0.888
810,-3.36,-3.84,0.881
811,-3.36,-3.76,0.894
812,-3.36,-3.68,0.876
813,-3.36,-3.6,0.86
814,-3.36,-3.52,0.855
815,-3.36,-3.44,0.861
816,-3.36,-3.36,0.856
817,-3.36,-3.28,0.855
818,-3.36,-3.2,0.825
819,-3.36,-3.12,0.845
820,-3.36,-3.04,0.829
821,-3.36,-2.96,0.805
822,-3.36,-2.88,0.818
823,-3.36,-2.8,0.789
824,-3.36,-2.72,0.769
825,-3.36,-2.64,0.781
826,-3.36,-2.56,0.734
827,-3.36,-2.48,0.736
828,-3.36,-2.4,0.703
829,-3.36,-2.32,0.69
830,-3.36,-2.24,0.669
831,-3.36,-2.16,0.641
832,-3.36,-2.08,0.599
833,-3.36,-2.0,0.604
834,-3.36,-1.92,0.541
835,-3.36,-1.84,0.529
836,-3.36,-1.76,0.494
837,-3.36,-1.68,0.484
838,-3.36,-1.6,0.451
839,-3.36,-1.52,0.383
840,-3.36,-1.44,0.385
841,-3.36,-1.36,0.35
842,-3.36,-1.28,0.301
843,-3.36,-1.2,0.301
844,-3.36,-1.12,0.271
845,-3.36,-1.04,0.253
846,-3.36,-0.96,0.236
847,-3.36,-0.88,0.24
848,-3.36,-0.8,0.236
849,-3.36,-0.72,0.2
850,-3.36,-0.64,0.17
851,-3.36,-0.56,0.169
852,-3.36,-0.48,0.175
853,-3.36,-0.4,0.146
854,-3.36,-0.32,0.15
855,-3.36,-0.24,0.162
856,-3.36,-0.16,0.129
857,-3.36,-0.08,0.112
858,-3.36,0.0,0.125
859,-3.36,0.08,0.123
860,-3.36,0.16,0.118
861,-3.36,0.24,0.124
862,-3.36,0.32,0.117
863,-3.36,0.4,0.125
864,-3.36,0.48,0.123
865,-3.36,0.56,0.122
866,-3.36,0.64,0.132
867,-3.36,0.72,0.119
868,-3.36,0.8,0.105
869,-3.36,0.88,0.109
870,-3.36,0.96,0.103
871,-3.36,1.04,0.115
872,-3.36,1.12,0.108
873,-3.36,1.2,0.093
874,-3.36,1.28,0.115
875,-3.36,1.36,0.111
876,-3.36,1.44,0.104
877,-3.36,1.52,0.097
878,-3.36,1.6,0.116
879,-3.36,1.68,0.109
880,-3.36,1.76,0.12
881,-3.36,1.84,0.11
882,-3.36,1.92,0.1
883,-3.36,2.0,0.104
884,-3.36,2.08,0.117
885,-3.36,2.16,0.114
886,-3.36,2.24,0.104
887,-3.36,2.32,0.099
888,-3.36,2.4,0.095
889,-3.36,2.48,0.106
890,-3.36,2.56,0.101
891,-3.36,2.64,0.096
892,-3.36,2.72,0.1
893,-3.36,2.8,0.097
894,-3.36,2.88,0.109
895,-3.36,2.96,0.104
896,-3.36,3.04,0.08
897,-3.36,3.12,0.099
898,-3.36,3.2,0.105
899,-3.36,3.28,0.096
900,-3.36,3.36,0.116
901,-3.36,3.44,0.097
